territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,district_code,district_name,municipality_code,municipality_name,parish_code,parish_name,region
LOCAL-030914,030914,030914,Geraz do Minho,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030914,Geraz do Minho,Norte
LOCAL-030915,030915,030915,Lanhoso,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030915,Lanhoso,Norte
LOCAL-030917,030917,030917,Monsul,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030917,Monsul,Norte
LOCAL-030919,030919,030919,Póvoa de Lanhoso (Nossa Senhora do Amparo),freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030919,Póvoa de Lanhoso (Nossa Senhora do Amparo),Norte
LOCAL-030921,030921,030921,Rendufinho,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030921,Rendufinho,Norte
LOCAL-030922,030922,030922,Santo Emilião,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030922,Santo Emilião,Norte
LOCAL-030924,030924,030924,Serzedelo,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030924,Serzedelo,Norte
LOCAL-030925,030925,030925,Sobradelo da Goma,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030925,Sobradelo da Goma,Norte
LOCAL-030923,030923,030923,São João de Rei,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030923,São João de Rei,Norte
LOCAL-030926,030926,030926,Taíde,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030926,Taíde,Norte
LOCAL-030927,030927,030927,Travassos,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030927,Travassos,Norte
LOCAL-030935,030935,030935,"Verim, Friande e Ajude",freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030935,"Verim, Friande e Ajude",Norte
LOCAL-030929,030929,030929,Vilela,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030929,Vilela,Norte
LOCAL-030930,030930,030930,Águas Santas e Moure,freguesia,7,LOCAL-030000,Braga,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030930,Águas Santas e Moure,Norte
LOCAL-031001,031001,031001,Balança,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031001,Balança,Norte
LOCAL-031003,031003,031003,Campo do Gerês,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031003,Campo do Gerês,Norte
LOCAL-031004,031004,031004,Carvalheira,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031004,Carvalheira,Norte
LOCAL-031018,031018,031018,Chamoim e Vilar,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031018,Chamoim e Vilar,Norte
LOCAL-031019,031019,031019,Chorense e Monte,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031019,Chorense e Monte,Norte
LOCAL-031020,031020,031020,Cibões e Brufe,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031020,Cibões e Brufe,Norte
LOCAL-031008,031008,031008,Covide,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031008,Covide,Norte
LOCAL-031009,031009,031009,Gondoriz,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031009,Gondoriz,Norte
LOCAL-031010,031010,031010,Moimenta,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031010,Moimenta,Norte
LOCAL-031012,031012,031012,Ribeira,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031012,Ribeira,Norte
LOCAL-031013,031013,031013,Rio Caldo,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031013,Rio Caldo,Norte
LOCAL-031014,031014,031014,Souto,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031014,Souto,Norte
LOCAL-031015,031015,031015,Valdosende,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031015,Valdosende,Norte
LOCAL-031017,031017,031017,Vilar da Veiga,freguesia,7,LOCAL-030000,Braga,LOCAL-031000,Terras de Bouro,LOCAL-031017,Vilar da Veiga,Norte
LOCAL-031122,031122,031122,Anissó e Soutelo,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031122,Anissó e Soutelo,Norte
LOCAL-031123,031123,031123,Anjos e Vilar do Chão,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031123,Anjos e Vilar do Chão,Norte
LOCAL-031124,031124,031124,Caniçada e Soengas,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031124,Caniçada e Soengas,Norte
LOCAL-031105,031105,031105,Cantelães,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031105,Cantelães,Norte
LOCAL-031107,031107,031107,Eira Vedra,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031107,Eira Vedra,Norte
LOCAL-031108,031108,031108,Guilhofrei,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031108,Guilhofrei,Norte
LOCAL-031109,031109,031109,Louredo,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031109,Louredo,Norte
LOCAL-031110,031110,031110,Mosteiro,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031110,Mosteiro,Norte
LOCAL-031111,031111,031111,Parada de Bouro,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031111,Parada de Bouro,Norte
LOCAL-031112,031112,031112,Pinheiro,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031112,Pinheiro,Norte
LOCAL-031113,031113,031113,Rossas,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031113,Rossas,Norte
LOCAL-031125,031125,031125,Ruivães e Campos,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031125,Ruivães e Campos,Norte
LOCAL-031115,031115,031115,Salamonde,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031115,Salamonde,Norte
LOCAL-031118,031118,031118,Tabuaças,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031118,Tabuaças,Norte
LOCAL-031126,031126,031126,Ventosa e Cova,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031126,Ventosa e Cova,Norte
LOCAL-031120,031120,031120,Vieira do Minho,freguesia,7,LOCAL-030000,Braga,LOCAL-031100,Vieira do Minho,LOCAL-031120,Vieira do Minho,Norte
LOCAL-031250,031250,031250,Antas e Abade de Vermoim,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031250,Antas e Abade de Vermoim,Norte
LOCAL-031251,031251,031251,Arnoso (Santa Maria e Santa Eulália) e Sezures,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031251,Arnoso (Santa Maria e Santa Eulália) e Sezures,Norte
LOCAL-031252,031252,031252,Avidos e Lagoa,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031252,Avidos e Lagoa,Norte
LOCAL-031204,031204,031204,Bairro,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031204,Bairro,Norte
LOCAL-031206,031206,031206,Brufe,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031206,Brufe,Norte
LOCAL-031253,031253,031253,Carreira e Bente,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031253,Carreira e Bente,Norte
LOCAL-031210,031210,031210,Castelões,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031210,Castelões,Norte
LOCAL-031212,031212,031212,Cruz,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031212,Cruz,Norte
LOCAL-031213,031213,031213,Delães,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031213,Delães,Norte
LOCAL-031254,031254,031254,Esmeriz e Cabeçudos,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031254,Esmeriz e Cabeçudos,Norte
LOCAL-031215,031215,031215,Fradelos,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031215,Fradelos,Norte
LOCAL-031216,031216,031216,Gavião,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031216,Gavião,Norte
LOCAL-031255,031255,031255,"Gondifelos, Cavalões e Outiz",freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031255,"Gondifelos, Cavalões e Outiz",Norte
LOCAL-031219,031219,031219,Joane,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031219,Joane,Norte
LOCAL-031221,031221,031221,Landim,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031221,Landim,Norte
LOCAL-031256,031256,031256,"Lemenhe, Mouquim e Jesufrei",freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031256,"Lemenhe, Mouquim e Jesufrei",Norte
LOCAL-031223,031223,031223,Louro,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031223,Louro,Norte
LOCAL-031224,031224,031224,Lousado,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031224,Lousado,Norte
LOCAL-031225,031225,031225,Mogege,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031225,Mogege,Norte
LOCAL-031227,031227,031227,Nine,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031227,Nine,Norte
LOCAL-031239,031239,031239,Oliveira (Santa Maria),freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031239,Oliveira (Santa Maria),Norte
LOCAL-031242,031242,031242,Oliveira (São Mateus),freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031242,Oliveira (São Mateus),Norte
LOCAL-031230,031230,031230,Pedome,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031230,Pedome,Norte
LOCAL-031232,031232,031232,Pousada de Saramagos,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031232,Pousada de Saramagos,Norte
LOCAL-031233,031233,031233,Requião,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031233,Requião,Norte
LOCAL-031234,031234,031234,Riba de Ave,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031234,Riba de Ave,Norte
LOCAL-031235,031235,031235,Ribeirão,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031235,Ribeirão,Norte
LOCAL-031257,031257,031257,Ruivães e Novais,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031257,Ruivães e Novais,Norte
LOCAL-031258,031258,031258,Seide,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031258,Seide,Norte
LOCAL-031259,031259,031259,"Vale (São Cosme), Telhado e Portela",freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031259,"Vale (São Cosme), Telhado e Portela",Norte
LOCAL-031241,031241,031241,Vale (São Martinho),freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031241,Vale (São Martinho),Norte
LOCAL-031247,031247,031247,Vermoim,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031247,Vermoim,Norte
LOCAL-031260,031260,031260,Vila Nova de Famalicão e Calendário,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031260,Vila Nova de Famalicão e Calendário,Norte
LOCAL-031249,031249,031249,Vilarinho das Cambas,freguesia,7,LOCAL-030000,Braga,LOCAL-031200,Vila Nova de Famalicão,LOCAL-031249,Vilarinho das Cambas,Norte
LOCAL-031359,031359,031359,Aboim da Nóbrega e Gondomar,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031359,Aboim da Nóbrega e Gondomar,Norte
LOCAL-031304,031304,031304,Atiães,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031304,Atiães,Norte
LOCAL-031308,031308,031308,Cabanelas,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031308,Cabanelas,Norte
LOCAL-031361,031361,031361,Carreiras (São Miguel) e Carreiras (Santiago),freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031361,Carreiras (São Miguel) e Carreiras (Santiago),Norte
LOCAL-031309,031309,031309,Cervães,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031309,Cervães,Norte
LOCAL-031311,031311,031311,Coucieiro,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031311,Coucieiro,Norte
LOCAL-031313,031313,031313,Dossãos,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031313,Dossãos,Norte
LOCAL-031362,031362,031362,Escariz (São Mamede) e Escariz (São Martinho),freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031362,Escariz (São Mamede) e Escariz (São Martinho),Norte
LOCAL-031363,031363,031363,"Esqueiros, Nevogilde e Travassós",freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031363,"Esqueiros, Nevogilde e Travassós",Norte
LOCAL-031316,031316,031316,Freiriz,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031316,Freiriz,Norte
LOCAL-031317,031317,031317,Gême,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031317,Gême,Norte
LOCAL-031323,031323,031323,Lage,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031323,Lage,Norte
LOCAL-031324,031324,031324,Lanhas,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031324,Lanhas,Norte
LOCAL-031325,031325,031325,Loureira,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031325,Loureira,Norte
LOCAL-031364,031364,031364,Marrancos e Arcozelo,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031364,Marrancos e Arcozelo,Norte
LOCAL-031328,031328,031328,Moure,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031328,Moure,Norte
LOCAL-031330,031330,031330,Oleiros,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031330,Oleiros,Norte
LOCAL-031365,031365,031365,Oriz (Santa Marinha) e Oriz (São Miguel),freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031365,Oriz (Santa Marinha) e Oriz (São Miguel),Norte
LOCAL-031331,031331,031331,Parada de Gatim,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031331,Parada de Gatim,Norte
LOCAL-031335,031335,031335,Pico,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031335,Pico,Norte
LOCAL-031366,031366,031366,"Pico de Regalados, Gondiães e Mós",freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031366,"Pico de Regalados, Gondiães e Mós",Norte
LOCAL-031337,031337,031337,Ponte,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031337,Ponte,Norte
LOCAL-031350,031350,031350,Prado (São Miguel),freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031350,Prado (São Miguel),Norte
LOCAL-031360,031360,031360,Ribeira do Neiva,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031360,Ribeira do Neiva,Norte
LOCAL-031340,031340,031340,Sabariz,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031340,Sabariz,Norte
LOCAL-031367,031367,031367,"Sande, Vilarinho, Barros e Gomide",freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031367,"Sande, Vilarinho, Barros e Gomide",Norte
LOCAL-031352,031352,031352,Soutelo,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031352,Soutelo,Norte
LOCAL-031354,031354,031354,Turiz,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031354,Turiz,Norte
LOCAL-031369,031369,031369,Vade,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031369,Vade,Norte
LOCAL-031368,031368,031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",Norte
LOCAL-031355,031355,031355,Valdreu,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031355,Valdreu,Norte
LOCAL-031370,031370,031370,Vila Verde e Barbudo,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031370,Vila Verde e Barbudo,Norte
LOCAL-031342,031342,031342,Vila de Prado,freguesia,7,LOCAL-030000,Braga,LOCAL-031300,Vila Verde,LOCAL-031342,Vila de Prado,Norte
LOCAL-031408,031408,031408,Caldas de Vizela (São Miguel e São João),freguesia,7,LOCAL-030000,Braga,LOCAL-031400,Vizela,LOCAL-031408,Caldas de Vizela (São Miguel e São João),Norte
LOCAL-031404,031404,031404,Infias,freguesia,7,LOCAL-030000,Braga,LOCAL-031400,Vizela,LOCAL-031404,Infias,Norte
LOCAL-031401,031401,031401,Santa Eulália,freguesia,7,LOCAL-030000,Braga,LOCAL-031400,Vizela,LOCAL-031401,Santa Eulália,Norte
LOCAL-031409,031409,031409,Tagilde e Vizela (São Paio),freguesia,7,LOCAL-030000,Braga,LOCAL-031400,Vizela,LOCAL-031409,Tagilde e Vizela (São Paio),Norte
LOCAL-031406,031406,031406,Vizela (Santo Adrião),freguesia,7,LOCAL-030000,Braga,LOCAL-031400,Vizela,LOCAL-031406,Vizela (Santo Adrião),Norte
LOCAL-040121,040121,040121,"Agrobom, Saldonha e Vale Pereiro",freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040121,"Agrobom, Saldonha e Vale Pereiro",Norte
LOCAL-040102,040102,040102,Alfândega da Fé,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040102,Alfândega da Fé,Norte
LOCAL-040103,040103,040103,Cerejais,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040103,Cerejais,Norte
LOCAL-040122,040122,040122,"Eucisia, Gouveia e Valverde",freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040122,"Eucisia, Gouveia e Valverde",Norte
LOCAL-040123,040123,040123,Ferradosa e Sendim da Serra,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040123,Ferradosa e Sendim da Serra,Norte
LOCAL-040124,040124,040124,Gebelim e Soeima,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040124,Gebelim e Soeima,Norte
LOCAL-040125,040125,040125,Parada e Sendim da Ribeira,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040125,Parada e Sendim da Ribeira,Norte
LOCAL-040126,040126,040126,Pombal e Vales,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040126,Pombal e Vales,Norte
LOCAL-040111,040111,040111,Sambade,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040111,Sambade,Norte
LOCAL-040118,040118,040118,Vilar Chão,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040118,Vilar Chão,Norte
LOCAL-040119,040119,040119,Vilarelhos,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040119,Vilarelhos,Norte
LOCAL-040120,040120,040120,Vilares de Vilariça,freguesia,7,LOCAL-040000,Bragança,LOCAL-040100,Alfândega da Fé,LOCAL-040120,Vilares de Vilariça,Norte
LOCAL-040201,040201,040201,Alfaião,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040201,Alfaião,Norte
LOCAL-040250,040250,040250,Aveleda e Rio de Onor,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040250,Aveleda e Rio de Onor,Norte
LOCAL-040203,040203,040203,Babe,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040203,Babe,Norte
LOCAL-040204,040204,040204,Baçal,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040204,Baçal,Norte
LOCAL-040206,040206,040206,Carragosa,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040206,Carragosa,Norte
LOCAL-040251,040251,040251,Castrelos e Carrazedo,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040251,Castrelos e Carrazedo,Norte
LOCAL-040209,040209,040209,Castro de Avelãs,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040209,Castro de Avelãs,Norte
LOCAL-040210,040210,040210,Coelhoso,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040210,Coelhoso,Norte
LOCAL-040212,040212,040212,Donai,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040212,Donai,Norte
LOCAL-040213,040213,040213,Espinhosela,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040213,Espinhosela,Norte
LOCAL-040215,040215,040215,França,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040215,França,Norte
LOCAL-040216,040216,040216,Gimonde,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040216,Gimonde,Norte
LOCAL-040217,040217,040217,Gondesende,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040217,Gondesende,Norte
LOCAL-040218,040218,040218,Gostei,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040218,Gostei,Norte
LOCAL-040219,040219,040219,Grijó de Parada,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040219,Grijó de Parada,Norte
LOCAL-040252,040252,040252,"Izeda, Calvelhe e Paradinha Nova",freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040252,"Izeda, Calvelhe e Paradinha Nova",Norte
LOCAL-040221,040221,040221,Macedo do Mato,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040221,Macedo do Mato,Norte
LOCAL-040224,040224,040224,Mós,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040224,Mós,Norte
LOCAL-040225,040225,040225,Nogueira,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040225,Nogueira,Norte
LOCAL-040226,040226,040226,Outeiro,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040226,Outeiro,Norte
LOCAL-040253,040253,040253,Parada e Faílde,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040253,Parada e Faílde,Norte
LOCAL-040229,040229,040229,Parâmio,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040229,Parâmio,Norte
LOCAL-040230,040230,040230,Pinela,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040230,Pinela,Norte
LOCAL-040232,040232,040232,Quintanilha,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040232,Quintanilha,Norte
LOCAL-040233,040233,040233,Quintela de Lampaças,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040233,Quintela de Lampaças,Norte
LOCAL-040234,040234,040234,Rabal,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040234,Rabal,Norte
LOCAL-040254,040254,040254,Rebordainhos e Pombares,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040254,Rebordainhos e Pombares,Norte
LOCAL-040236,040236,040236,Rebordãos,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040236,Rebordãos,Norte
LOCAL-040255,040255,040255,Rio Frio e Milhão,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040255,Rio Frio e Milhão,Norte
LOCAL-040239,040239,040239,Salsas,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040239,Salsas,Norte
LOCAL-040240,040240,040240,Samil,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040240,Samil,Norte
LOCAL-040241,040241,040241,Santa Comba de Rossas,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040241,Santa Comba de Rossas,Norte
LOCAL-040246,040246,040246,Sendas,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040246,Sendas,Norte
LOCAL-040247,040247,040247,Serapicos,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040247,Serapicos,Norte
LOCAL-040248,040248,040248,Sortes,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040248,Sortes,Norte
LOCAL-040256,040256,040256,São Julião de Palácios e Deilão,freguesia,7,LOCAL-040000,Bragança,LOCAL-040200,Bragança,LOCAL-040256,São Julião de Palácios e Deilão,Norte
