territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,parent_code,parent_code_numeric,parent_name,municipality_code,municipality_name,district_code,district_code_numeric,district_name,region
LOCAL-030812,030812,030812,Costa,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030813,030813,030813,Creixomil,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030815,030815,030815,Fermentões,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030821,030821,030821,Gondar,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030820,030820,030820,Gonça,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030823,030823,030823,Guardizela,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030824,030824,030824,Infantas,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030883,030883,030883,"Leitões, Oleiros e Figueiredo",freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030827,030827,030827,Longos,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030828,030828,030828,Lordelo,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030830,030830,030830,Mesão Frio,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030831,030831,030831,Moreira de Cónegos,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030832,030832,030832,Nespereira,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030884,030884,030884,"Oliveira, São Paio e São Sebastião",freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030835,030835,030835,Pencelo,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030836,030836,030836,Pinheiro,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030837,030837,030837,Polvoreira,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030838,030838,030838,Ponte,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030842,030842,030842,Prazins (Santa Eufémia),freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030885,030885,030885,Prazins Santo Tirso e Corvite,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030840,030840,030840,Ronfe,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030858,030858,030858,Sande (São Martinho),freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030886,030886,030886,Sande São Lourenço e Balazar,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030887,030887,030887,Sande Vila Nova e Sande São Clemente,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030850,030850,030850,Selho (São Cristóvão),freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030854,030854,030854,Selho (São Jorge),freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030888,030888,030888,Selho São Lourenço e Gominhães,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030866,030866,030866,Serzedelo,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030889,030889,030889,Serzedo e Calvos,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030868,030868,030868,Silvares,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030890,030890,030890,"Souto Santa Maria, Souto São Salvador e Gondomar",freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030865,030865,030865,São Torcato,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030891,030891,030891,Tabuadelo e São Faustino,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030871,030871,030871,Urgezes,freguesia,7,LOCAL-030800,030800,Guimarães,LOCAL-030800,Guimarães,LOCAL-030000,030000,Braga,Norte
LOCAL-030931,030931,030931,Calvos e Frades,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030932,030932,030932,Campos e Louredo,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030906,030906,030906,Covelas,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030933,030933,030933,Esperança e Brunhais,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030908,030908,030908,Ferreiros,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030934,030934,030934,Fonte Arcada e Oliveira,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030912,030912,030912,Galegos,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030913,030913,030913,Garfe,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030914,030914,030914,Geraz do Minho,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030915,030915,030915,Lanhoso,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030917,030917,030917,Monsul,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030919,030919,030919,Póvoa de Lanhoso (Nossa Senhora do Amparo),freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030921,030921,030921,Rendufinho,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030922,030922,030922,Santo Emilião,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030924,030924,030924,Serzedelo,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030925,030925,030925,Sobradelo da Goma,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030923,030923,030923,São João de Rei,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030926,030926,030926,Taíde,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030927,030927,030927,Travassos,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030935,030935,030935,"Verim, Friande e Ajude",freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030929,030929,030929,Vilela,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-030930,030930,030930,Águas Santas e Moure,freguesia,7,LOCAL-030900,030900,Póvoa de Lanhoso,LOCAL-030900,Póvoa de Lanhoso,LOCAL-030000,030000,Braga,Norte
LOCAL-031001,031001,031001,Balança,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031003,031003,031003,Campo do Gerês,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031004,031004,031004,Carvalheira,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031018,031018,031018,Chamoim e Vilar,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031019,031019,031019,Chorense e Monte,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031020,031020,031020,Cibões e Brufe,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031008,031008,031008,Covide,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031009,031009,031009,Gondoriz,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031010,031010,031010,Moimenta,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031012,031012,031012,Ribeira,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031013,031013,031013,Rio Caldo,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031014,031014,031014,Souto,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031015,031015,031015,Valdosende,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031017,031017,031017,Vilar da Veiga,freguesia,7,LOCAL-031000,031000,Terras de Bouro,LOCAL-031000,Terras de Bouro,LOCAL-030000,030000,Braga,Norte
LOCAL-031122,031122,031122,Anissó e Soutelo,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031123,031123,031123,Anjos e Vilar do Chão,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031124,031124,031124,Caniçada e Soengas,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031105,031105,031105,Cantelães,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031107,031107,031107,Eira Vedra,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031108,031108,031108,Guilhofrei,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031109,031109,031109,Louredo,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031110,031110,031110,Mosteiro,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031111,031111,031111,Parada de Bouro,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031112,031112,031112,Pinheiro,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031113,031113,031113,Rossas,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031125,031125,031125,Ruivães e Campos,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031115,031115,031115,Salamonde,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031118,031118,031118,Tabuaças,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031126,031126,031126,Ventosa e Cova,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031120,031120,031120,Vieira do Minho,freguesia,7,LOCAL-031100,031100,Vieira do Minho,LOCAL-031100,Vieira do Minho,LOCAL-030000,030000,Braga,Norte
LOCAL-031250,031250,031250,Antas e Abade de Vermoim,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031251,031251,031251,Arnoso (Santa Maria e Santa Eulália) e Sezures,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031252,031252,031252,Avidos e Lagoa,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031204,031204,031204,Bairro,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031206,031206,031206,Brufe,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031253,031253,031253,Carreira e Bente,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031210,031210,031210,Castelões,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031212,031212,031212,Cruz,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031213,031213,031213,Delães,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031254,031254,031254,Esmeriz e Cabeçudos,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031215,031215,031215,Fradelos,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031216,031216,031216,Gavião,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031255,031255,031255,"Gondifelos, Cavalões e Outiz",freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031219,031219,031219,Joane,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031221,031221,031221,Landim,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031256,031256,031256,"Lemenhe, Mouquim e Jesufrei",freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031223,031223,031223,Louro,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031224,031224,031224,Lousado,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031225,031225,031225,Mogege,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031227,031227,031227,Nine,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031239,031239,031239,Oliveira (Santa Maria),freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031242,031242,031242,Oliveira (São Mateus),freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031230,031230,031230,Pedome,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031232,031232,031232,Pousada de Saramagos,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031233,031233,031233,Requião,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031234,031234,031234,Riba de Ave,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031235,031235,031235,Ribeirão,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031257,031257,031257,Ruivães e Novais,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031258,031258,031258,Seide,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031259,031259,031259,"Vale (São Cosme), Telhado e Portela",freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031241,031241,031241,Vale (São Martinho),freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031247,031247,031247,Vermoim,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031260,031260,031260,Vila Nova de Famalicão e Calendário,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031249,031249,031249,Vilarinho das Cambas,freguesia,7,LOCAL-031200,031200,Vila Nova de Famalicão,LOCAL-031200,Vila Nova de Famalicão,LOCAL-030000,030000,Braga,Norte
LOCAL-031359,031359,031359,Aboim da Nóbrega e Gondomar,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031304,031304,031304,Atiães,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031308,031308,031308,Cabanelas,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031361,031361,031361,Carreiras (São Miguel) e Carreiras (Santiago),freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031309,031309,031309,Cervães,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031311,031311,031311,Coucieiro,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031313,031313,031313,Dossãos,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031362,031362,031362,Escariz (São Mamede) e Escariz (São Martinho),freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031363,031363,031363,"Esqueiros, Nevogilde e Travassós",freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031316,031316,031316,Freiriz,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031317,031317,031317,Gême,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031323,031323,031323,Lage,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031324,031324,031324,Lanhas,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031325,031325,031325,Loureira,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031364,031364,031364,Marrancos e Arcozelo,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031328,031328,031328,Moure,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031330,031330,031330,Oleiros,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031365,031365,031365,Oriz (Santa Marinha) e Oriz (São Miguel),freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031331,031331,031331,Parada de Gatim,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031335,031335,031335,Pico,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031366,031366,031366,"Pico de Regalados, Gondiães e Mós",freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031337,031337,031337,Ponte,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031350,031350,031350,Prado (São Miguel),freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031360,031360,031360,Ribeira do Neiva,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031340,031340,031340,Sabariz,freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
LOCAL-031367,031367,031367,"Sande, Vilarinho, Barros e Gomide",freguesia,7,LOCAL-031300,031300,Vila Verde,LOCAL-031300,Vila Verde,LOCAL-030000,030000,Braga,Norte
