territory_code,territory_name,district_code,municipality_code,parish_code,district_name,full_municipality_id,full_parish_id
LOCAL-030421,"Refojos de Basto, Outeiro e Painzela",03,04,21,Braga,03-04,03-04-21
LOCAL-030501,Agilde,03,05,01,Braga,03-05,03-05-01
LOCAL-030502,Arnóia,03,05,02,Braga,03-05,03-05-02
LOCAL-030503,Borba de Montanha,03,05,03,Braga,03-05,03-05-03
LOCAL-030508,Codeçoso,03,05,08,Braga,03-05,03-05-08
LOCAL-030510,Fervença,03,05,10,Braga,03-05,03-05-10
LOCAL-030515,Moreira do Castelo,03,05,15,Braga,03-05,03-05-15
LOCAL-030517,Rego,03,05,17,Braga,03-05,03-05-17
LOCAL-030518,Ribas,03,05,18,Braga,03-05,03-05-18
LOCAL-030520,Basto (São Clemente),03,05,20,Braga,03-05,03-05-20
LOCAL-030521,Vale de Bouro,03,05,21,Braga,03-05,03-05-21
LOCAL-030523,"Britelo, Gémeos e Ourilhe",03,05,23,Braga,03-05,03-05-23
LOCAL-030524,Caçarilhe e Infesta,03,05,24,Braga,03-05,03-05-24
LOCAL-030525,Canedo de Basto e Corgo,03,05,25,Braga,03-05,03-05-25
LOCAL-030526,Carvalho e Basto (Santa Tecla),03,05,26,Braga,03-05,03-05-26
LOCAL-030527,"Veade, Gagos e Molares",03,05,27,Braga,03-05,03-05-27
LOCAL-030601,Antas,03,06,01,Braga,03-06,03-06-01
LOCAL-030608,Forjães,03,06,08,Braga,03-06,03-06-08
LOCAL-030610,Gemeses,03,06,10,Braga,03-06,03-06-10
LOCAL-030615,Vila Chã,03,06,15,Braga,03-06,03-06-15
LOCAL-030616,Apúlia e Fão,03,06,16,Braga,03-06,03-06-16
LOCAL-030617,Belinho e Mar,03,06,17,Braga,03-06,03-06-17
LOCAL-030618,"Esposende, Marinhas e Gandra",03,06,18,Braga,03-06,03-06-18
LOCAL-030619,Fonte Boa e Rio Tinto,03,06,19,Braga,03-06,03-06-19
LOCAL-030620,Palmeira de Faro e Curvos,03,06,20,Braga,03-06,03-06-20
LOCAL-030705,Armil,03,07,05,Braga,03-07,03-07-05
LOCAL-030708,Estorãos,03,07,08,Braga,03-07,03-07-08
LOCAL-030709,Fafe,03,07,09,Braga,03-07,03-07-09
LOCAL-030712,Fornelos,03,07,12,Braga,03-07,03-07-12
LOCAL-030714,Golães,03,07,14,Braga,03-07,03-07-14
LOCAL-030716,Medelo,03,07,16,Braga,03-07,03-07-16
LOCAL-030719,Paços,03,07,19,Braga,03-07,03-07-19
LOCAL-030722,Quinchães,03,07,22,Braga,03-07,03-07-22
LOCAL-030723,Regadas,03,07,23,Braga,03-07,03-07-23
LOCAL-030724,Revelhe,03,07,24,Braga,03-07,03-07-24
LOCAL-030725,Ribeiros,03,07,25,Braga,03-07,03-07-25
LOCAL-030726,Arões (Santa Cristina),03,07,26,Braga,03-07,03-07-26
LOCAL-030728,São Gens,03,07,28,Braga,03-07,03-07-28
LOCAL-030729,Silvares (São Martinho),03,07,29,Braga,03-07,03-07-29
LOCAL-030730,Arões (São Romão),03,07,30,Braga,03-07,03-07-30
LOCAL-030733,Travassós,03,07,33,Braga,03-07,03-07-33
LOCAL-030736,Vinhós,03,07,36,Braga,03-07,03-07-36
LOCAL-030737,"Aboim, Felgueiras, Gontim e Pedraído",03,07,37,Braga,03-07,03-07-37
LOCAL-030738,Agrela e Serafão,03,07,38,Braga,03-07,03-07-38
LOCAL-030739,Antime e Silvares (São Clemente),03,07,39,Braga,03-07,03-07-39
LOCAL-030740,"Ardegão, Arnozela e Seidões",03,07,40,Braga,03-07,03-07-40
LOCAL-030741,Cepães e Fareja,03,07,41,Braga,03-07,03-07-41
LOCAL-030742,Freitas e Vila Cova,03,07,42,Braga,03-07,03-07-42
LOCAL-030743,Monte e Queimadela,03,07,43,Braga,03-07,03-07-43
LOCAL-030744,Moreira do Rei e Várzea Cova,03,07,44,Braga,03-07,03-07-44
LOCAL-030801,Aldão,03,08,01,Braga,03-08,03-08-01
LOCAL-030804,Azurém,03,08,04,Braga,03-08,03-08-04
LOCAL-030806,Barco,03,08,06,Braga,03-08,03-08-06
LOCAL-030807,Brito,03,08,07,Braga,03-08,03-08-07
LOCAL-030808,Caldelas,03,08,08,Braga,03-08,03-08-08
LOCAL-030812,Costa,03,08,12,Braga,03-08,03-08-12
LOCAL-030813,Creixomil,03,08,13,Braga,03-08,03-08-13
LOCAL-030815,Fermentões,03,08,15,Braga,03-08,03-08-15
LOCAL-030820,Gonça,03,08,20,Braga,03-08,03-08-20
LOCAL-030821,Gondar,03,08,21,Braga,03-08,03-08-21
LOCAL-030823,Guardizela,03,08,23,Braga,03-08,03-08-23
LOCAL-030824,Infantas,03,08,24,Braga,03-08,03-08-24
LOCAL-030827,Longos,03,08,27,Braga,03-08,03-08-27
LOCAL-030828,Lordelo,03,08,28,Braga,03-08,03-08-28
LOCAL-030830,Mesão Frio,03,08,30,Braga,03-08,03-08-30
LOCAL-030831,Moreira de Cónegos,03,08,31,Braga,03-08,03-08-31
LOCAL-030832,Nespereira,03,08,32,Braga,03-08,03-08-32
LOCAL-030835,Pencelo,03,08,35,Braga,03-08,03-08-35
LOCAL-030836,Pinheiro,03,08,36,Braga,03-08,03-08-36
LOCAL-030837,Polvoreira,03,08,37,Braga,03-08,03-08-37
LOCAL-030838,Ponte,03,08,38,Braga,03-08,03-08-38
LOCAL-030840,Ronfe,03,08,40,Braga,03-08,03-08-40
LOCAL-030842,Prazins (Santa Eufémia),03,08,42,Braga,03-08,03-08-42
LOCAL-030850,Selho (São Cristóvão),03,08,50,Braga,03-08,03-08-50
LOCAL-030854,Selho (São Jorge),03,08,54,Braga,03-08,03-08-54
LOCAL-030857,Candoso (São Martinho),03,08,57,Braga,03-08,03-08-57
LOCAL-030858,Sande (São Martinho),03,08,58,Braga,03-08,03-08-58
LOCAL-030865,São Torcato,03,08,65,Braga,03-08,03-08-65
LOCAL-030866,Serzedelo,03,08,66,Braga,03-08,03-08-66
LOCAL-030868,Silvares,03,08,68,Braga,03-08,03-08-68
LOCAL-030871,Urgezes,03,08,71,Braga,03-08,03-08-71
LOCAL-030875,Abação e Gémeos,03,08,75,Braga,03-08,03-08-75
LOCAL-030876,"Airão Santa Maria, Airão São João e Vermil",03,08,76,Braga,03-08,03-08-76
LOCAL-030877,Arosa e Castelões,03,08,77,Braga,03-08,03-08-77
LOCAL-030878,Atães e Rendufe,03,08,78,Braga,03-08,03-08-78
LOCAL-030879,Briteiros Santo Estêvão e Donim,03,08,79,Braga,03-08,03-08-79
LOCAL-030880,Briteiros São Salvador e Briteiros Santa Leocádia,03,08,80,Braga,03-08,03-08-80
LOCAL-030881,Candoso São Tiago e Mascotelos,03,08,81,Braga,03-08,03-08-81
LOCAL-030882,Conde e Gandarela,03,08,82,Braga,03-08,03-08-82
LOCAL-030883,"Leitões, Oleiros e Figueiredo",03,08,83,Braga,03-08,03-08-83
LOCAL-030884,"Oliveira, São Paio e São Sebastião",03,08,84,Braga,03-08,03-08-84
LOCAL-030885,Prazins Santo Tirso e Corvite,03,08,85,Braga,03-08,03-08-85
LOCAL-030886,Sande São Lourenço e Balazar,03,08,86,Braga,03-08,03-08-86
LOCAL-030887,Sande Vila Nova e Sande São Clemente,03,08,87,Braga,03-08,03-08-87
LOCAL-030888,Selho São Lourenço e Gominhães,03,08,88,Braga,03-08,03-08-88
LOCAL-030889,Serzedo e Calvos,03,08,89,Braga,03-08,03-08-89
LOCAL-030890,"Souto Santa Maria, Souto São Salvador e Gondomar",03,08,90,Braga,03-08,03-08-90
LOCAL-030891,Tabuadelo e São Faustino,03,08,91,Braga,03-08,03-08-91
LOCAL-030906,Covelas,03,09,06,Braga,03-09,03-09-06
LOCAL-030908,Ferreiros,03,09,08,Braga,03-09,03-09-08
LOCAL-030912,Galegos,03,09,12,Braga,03-09,03-09-12
LOCAL-030913,Garfe,03,09,13,Braga,03-09,03-09-13
LOCAL-030914,Geraz do Minho,03,09,14,Braga,03-09,03-09-14
LOCAL-030915,Lanhoso,03,09,15,Braga,03-09,03-09-15
LOCAL-030917,Monsul,03,09,17,Braga,03-09,03-09-17
LOCAL-030919,Póvoa de Lanhoso (Nossa Senhora do Amparo),03,09,19,Braga,03-09,03-09-19
LOCAL-030921,Rendufinho,03,09,21,Braga,03-09,03-09-21
LOCAL-030922,Santo Emilião,03,09,22,Braga,03-09,03-09-22
LOCAL-030923,São João de Rei,03,09,23,Braga,03-09,03-09-23
LOCAL-030924,Serzedelo,03,09,24,Braga,03-09,03-09-24
LOCAL-030925,Sobradelo da Goma,03,09,25,Braga,03-09,03-09-25
LOCAL-030926,Taíde,03,09,26,Braga,03-09,03-09-26
LOCAL-030927,Travassos,03,09,27,Braga,03-09,03-09-27
LOCAL-030929,Vilela,03,09,29,Braga,03-09,03-09-29
LOCAL-030930,Águas Santas e Moure,03,09,30,Braga,03-09,03-09-30
LOCAL-030931,Calvos e Frades,03,09,31,Braga,03-09,03-09-31
LOCAL-030932,Campos e Louredo,03,09,32,Braga,03-09,03-09-32
LOCAL-030933,Esperança e Brunhais,03,09,33,Braga,03-09,03-09-33
LOCAL-030934,Fonte Arcada e Oliveira,03,09,34,Braga,03-09,03-09-34
LOCAL-030935,"Verim, Friande e Ajude",03,09,35,Braga,03-09,03-09-35
LOCAL-031001,Balança,03,10,01,Braga,03-10,03-10-01
LOCAL-031003,Campo do Gerês,03,10,03,Braga,03-10,03-10-03
LOCAL-031004,Carvalheira,03,10,04,Braga,03-10,03-10-04
LOCAL-031008,Covide,03,10,08,Braga,03-10,03-10-08
LOCAL-031009,Gondoriz,03,10,09,Braga,03-10,03-10-09
LOCAL-031010,Moimenta,03,10,10,Braga,03-10,03-10-10
LOCAL-031012,Ribeira,03,10,12,Braga,03-10,03-10-12
LOCAL-031013,Rio Caldo,03,10,13,Braga,03-10,03-10-13
LOCAL-031014,Souto,03,10,14,Braga,03-10,03-10-14
LOCAL-031015,Valdosende,03,10,15,Braga,03-10,03-10-15
LOCAL-031017,Vilar da Veiga,03,10,17,Braga,03-10,03-10-17
LOCAL-031018,Chamoim e Vilar,03,10,18,Braga,03-10,03-10-18
LOCAL-031019,Chorense e Monte,03,10,19,Braga,03-10,03-10-19
LOCAL-031020,Cibões e Brufe,03,10,20,Braga,03-10,03-10-20
LOCAL-031105,Cantelães,03,11,05,Braga,03-11,03-11-05
LOCAL-031107,Eira Vedra,03,11,07,Braga,03-11,03-11-07
LOCAL-031108,Guilhofrei,03,11,08,Braga,03-11,03-11-08
LOCAL-031109,Louredo,03,11,09,Braga,03-11,03-11-09
LOCAL-031110,Mosteiro,03,11,10,Braga,03-11,03-11-10
LOCAL-031111,Parada de Bouro,03,11,11,Braga,03-11,03-11-11
LOCAL-031112,Pinheiro,03,11,12,Braga,03-11,03-11-12
LOCAL-031113,Rossas,03,11,13,Braga,03-11,03-11-13
LOCAL-031115,Salamonde,03,11,15,Braga,03-11,03-11-15
LOCAL-031118,Tabuaças,03,11,18,Braga,03-11,03-11-18
LOCAL-031120,Vieira do Minho,03,11,20,Braga,03-11,03-11-20
LOCAL-031122,Anissó e Soutelo,03,11,22,Braga,03-11,03-11-22
LOCAL-031123,Anjos e Vilar do Chão,03,11,23,Braga,03-11,03-11-23
LOCAL-031124,Caniçada e Soengas,03,11,24,Braga,03-11,03-11-24
LOCAL-031125,Ruivães e Campos,03,11,25,Braga,03-11,03-11-25
LOCAL-031126,Ventosa e Cova,03,11,26,Braga,03-11,03-11-26
LOCAL-031204,Bairro,03,12,04,Braga,03-12,03-12-04
LOCAL-031206,Brufe,03,12,06,Braga,03-12,03-12-06
LOCAL-031210,Castelões,03,12,10,Braga,03-12,03-12-10
LOCAL-031212,Cruz,03,12,12,Braga,03-12,03-12-12
LOCAL-031213,Delães,03,12,13,Braga,03-12,03-12-13
LOCAL-031215,Fradelos,03,12,15,Braga,03-12,03-12-15
LOCAL-031216,Gavião,03,12,16,Braga,03-12,03-12-16
LOCAL-031219,Joane,03,12,19,Braga,03-12,03-12-19
LOCAL-031221,Landim,03,12,21,Braga,03-12,03-12-21
LOCAL-031223,Louro,03,12,23,Braga,03-12,03-12-23
LOCAL-031224,Lousado,03,12,24,Braga,03-12,03-12-24
LOCAL-031225,Mogege,03,12,25,Braga,03-12,03-12-25
LOCAL-031227,Nine,03,12,27,Braga,03-12,03-12-27
LOCAL-031230,Pedome,03,12,30,Braga,03-12,03-12-30
LOCAL-031232,Pousada de Saramagos,03,12,32,Braga,03-12,03-12-32
LOCAL-031233,Requião,03,12,33,Braga,03-12,03-12-33
LOCAL-031234,Riba de Ave,03,12,34,Braga,03-12,03-12-34
LOCAL-031235,Ribeirão,03,12,35,Braga,03-12,03-12-35
LOCAL-031239,Oliveira (Santa Maria),03,12,39,Braga,03-12,03-12-39
LOCAL-031241,Vale (São Martinho),03,12,41,Braga,03-12,03-12-41
LOCAL-031242,Oliveira (São Mateus),03,12,42,Braga,03-12,03-12-42
LOCAL-031247,Vermoim,03,12,47,Braga,03-12,03-12-47
LOCAL-031249,Vilarinho das Cambas,03,12,49,Braga,03-12,03-12-49
LOCAL-031250,Antas e Abade de Vermoim,03,12,50,Braga,03-12,03-12-50
LOCAL-031251,Arnoso (Santa Maria e Santa Eulália) e Sezures,03,12,51,Braga,03-12,03-12-51
LOCAL-031252,Avidos e Lagoa,03,12,52,Braga,03-12,03-12-52
LOCAL-031253,Carreira e Bente,03,12,53,Braga,03-12,03-12-53
LOCAL-031254,Esmeriz e Cabeçudos,03,12,54,Braga,03-12,03-12-54
LOCAL-031255,"Gondifelos, Cavalões e Outiz",03,12,55,Braga,03-12,03-12-55
LOCAL-031256,"Lemenhe, Mouquim e Jesufrei",03,12,56,Braga,03-12,03-12-56
LOCAL-031257,Ruivães e Novais,03,12,57,Braga,03-12,03-12-57
LOCAL-031258,Seide,03,12,58,Braga,03-12,03-12-58
LOCAL-031259,"Vale (São Cosme), Telhado e Portela",03,12,59,Braga,03-12,03-12-59
LOCAL-031260,Vila Nova de Famalicão e Calendário,03,12,60,Braga,03-12,03-12-60
LOCAL-031304,Atiães,03,13,04,Braga,03-13,03-13-04
LOCAL-031308,Cabanelas,03,13,08,Braga,03-13,03-13-08
LOCAL-031309,Cervães,03,13,09,Braga,03-13,03-13-09
LOCAL-031311,Coucieiro,03,13,11,Braga,03-13,03-13-11
LOCAL-031313,Dossãos,03,13,13,Braga,03-13,03-13-13
LOCAL-031316,Freiriz,03,13,16,Braga,03-13,03-13-16
LOCAL-031317,Gême,03,13,17,Braga,03-13,03-13-17
LOCAL-031323,Lage,03,13,23,Braga,03-13,03-13-23
LOCAL-031324,Lanhas,03,13,24,Braga,03-13,03-13-24
LOCAL-031325,Loureira,03,13,25,Braga,03-13,03-13-25
LOCAL-031328,Moure,03,13,28,Braga,03-13,03-13-28
LOCAL-031330,Oleiros,03,13,30,Braga,03-13,03-13-30
LOCAL-031331,Parada de Gatim,03,13,31,Braga,03-13,03-13-31
LOCAL-031335,Pico,03,13,35,Braga,03-13,03-13-35
LOCAL-031337,Ponte,03,13,37,Braga,03-13,03-13-37
LOCAL-031340,Sabariz,03,13,40,Braga,03-13,03-13-40
LOCAL-031342,Vila de Prado,03,13,42,Braga,03-13,03-13-42
LOCAL-031350,Prado (São Miguel),03,13,50,Braga,03-13,03-13-50
LOCAL-031352,Soutelo,03,13,52,Braga,03-13,03-13-52
LOCAL-031354,Turiz,03,13,54,Braga,03-13,03-13-54
LOCAL-031355,Valdreu,03,13,55,Braga,03-13,03-13-55
LOCAL-031359,Aboim da Nóbrega e Gondomar,03,13,59,Braga,03-13,03-13-59
LOCAL-031360,Ribeira do Neiva,03,13,60,Braga,03-13,03-13-60
LOCAL-031361,Carreiras (São Miguel) e Carreiras (Santiago),03,13,61,Braga,03-13,03-13-61
LOCAL-031362,Escariz (São Mamede) e Escariz (São Martinho),03,13,62,Braga,03-13,03-13-62
LOCAL-031363,"Esqueiros, Nevogilde e Travassós",03,13,63,Braga,03-13,03-13-63
LOCAL-031364,Marrancos e Arcozelo,03,13,64,Braga,03-13,03-13-64
LOCAL-031365,Oriz (Santa Marinha) e Oriz (São Miguel),03,13,65,Braga,03-13,03-13-65
LOCAL-031366,"Pico de Regalados, Gondiães e Mós",03,13,66,Braga,03-13,03-13-66
LOCAL-031367,"Sande, Vilarinho, Barros e Gomide",03,13,67,Braga,03-13,03-13-67
LOCAL-031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",03,13,68,Braga,03-13,03-13-68
LOCAL-031369,Vade,03,13,69,Braga,03-13,03-13-69
LOCAL-031370,Vila Verde e Barbudo,03,13,70,Braga,03-13,03-13-70
LOCAL-031401,Santa Eulália,03,14,01,Braga,03-14,03-14-01
LOCAL-031404,Infias,03,14,04,Braga,03-14,03-14-04
LOCAL-031406,Vizela (Santo Adrião),03,14,06,Braga,03-14,03-14-06
LOCAL-031408,Caldas de Vizela (São Miguel e São João),03,14,08,Braga,03-14,03-14-08
LOCAL-031409,Tagilde e Vizela (São Paio),03,14,09,Braga,03-14,03-14-09
LOCAL-040102,Alfândega da Fé,04,01,02,Bragança,04-01,04-01-02
LOCAL-040103,Cerejais,04,01,03,Bragança,04-01,04-01-03
LOCAL-040111,Sambade,04,01,11,Bragança,04-01,04-01-11
LOCAL-040118,Vilar Chão,04,01,18,Bragança,04-01,04-01-18
LOCAL-040119,Vilarelhos,04,01,19,Bragança,04-01,04-01-19
LOCAL-040120,Vilares de Vilariça,04,01,20,Bragança,04-01,04-01-20
LOCAL-040121,"Agrobom, Saldonha e Vale Pereiro",04,01,21,Bragança,04-01,04-01-21
LOCAL-040122,"Eucisia, Gouveia e Valverde",04,01,22,Bragança,04-01,04-01-22
LOCAL-040123,Ferradosa e Sendim da Serra,04,01,23,Bragança,04-01,04-01-23
LOCAL-040124,Gebelim e Soeima,04,01,24,Bragança,04-01,04-01-24
LOCAL-040125,Parada e Sendim da Ribeira,04,01,25,Bragança,04-01,04-01-25
LOCAL-040126,Pombal e Vales,04,01,26,Bragança,04-01,04-01-26
LOCAL-040201,Alfaião,04,02,01,Bragança,04-02,04-02-01
LOCAL-040203,Babe,04,02,03,Bragança,04-02,04-02-03
LOCAL-040204,Baçal,04,02,04,Bragança,04-02,04-02-04
LOCAL-040206,Carragosa,04,02,06,Bragança,04-02,04-02-06
LOCAL-040209,Castro de Avelãs,04,02,09,Bragança,04-02,04-02-09
LOCAL-040210,Coelhoso,04,02,10,Bragança,04-02,04-02-10
LOCAL-040212,Donai,04,02,12,Bragança,04-02,04-02-12
LOCAL-040213,Espinhosela,04,02,13,Bragança,04-02,04-02-13
LOCAL-040215,França,04,02,15,Bragança,04-02,04-02-15
LOCAL-040216,Gimonde,04,02,16,Bragança,04-02,04-02-16
LOCAL-040217,Gondesende,04,02,17,Bragança,04-02,04-02-17
LOCAL-040218,Gostei,04,02,18,Bragança,04-02,04-02-18
LOCAL-040219,Grijó de Parada,04,02,19,Bragança,04-02,04-02-19
LOCAL-040221,Macedo do Mato,04,02,21,Bragança,04-02,04-02-21
LOCAL-040224,Mós,04,02,24,Bragança,04-02,04-02-24
LOCAL-040225,Nogueira,04,02,25,Bragança,04-02,04-02-25
LOCAL-040226,Outeiro,04,02,26,Bragança,04-02,04-02-26
LOCAL-040229,Parâmio,04,02,29,Bragança,04-02,04-02-29
LOCAL-040230,Pinela,04,02,30,Bragança,04-02,04-02-30
LOCAL-040232,Quintanilha,04,02,32,Bragança,04-02,04-02-32
LOCAL-040233,Quintela de Lampaças,04,02,33,Bragança,04-02,04-02-33
LOCAL-040234,Rabal,04,02,34,Bragança,04-02,04-02-34
LOCAL-040236,Rebordãos,04,02,36,Bragança,04-02,04-02-36
LOCAL-040239,Salsas,04,02,39,Bragança,04-02,04-02-39
LOCAL-040240,Samil,04,02,40,Bragança,04-02,04-02-40
LOCAL-040241,Santa Comba de Rossas,04,02,41,Bragança,04-02,04-02-41
LOCAL-040244,São Pedro de Sarracenos,04,02,44,Bragança,04-02,04-02-44
LOCAL-040246,Sendas,04,02,46,Bragança,04-02,04-02-46
LOCAL-040247,Serapicos,04,02,47,Bragança,04-02,04-02-47
LOCAL-040248,Sortes,04,02,48,Bragança,04-02,04-02-48
LOCAL-040249,Zoio,04,02,49,Bragança,04-02,04-02-49
LOCAL-040250,Aveleda e Rio de Onor,04,02,50,Bragança,04-02,04-02-50
LOCAL-040251,Castrelos e Carrazedo,04,02,51,Bragança,04-02,04-02-51
LOCAL-040252,"Izeda, Calvelhe e Paradinha Nova",04,02,52,Bragança,04-02,04-02-52
LOCAL-040253,Parada e Faílde,04,02,53,Bragança,04-02,04-02-53
LOCAL-040254,Rebordainhos e Pombares,04,02,54,Bragança,04-02,04-02-54
LOCAL-040255,Rio Frio e Milhão,04,02,55,Bragança,04-02,04-02-55
LOCAL-040256,São Julião de Palácios e Deilão,04,02,56,Bragança,04-02,04-02-56
LOCAL-040257,"Sé, Santa Maria e Meixedo",04,02,57,Bragança,04-02,04-02-57
LOCAL-040304,Carrazeda de Ansiães,04,03,04,Bragança,04-03,04-03-04
LOCAL-040306,Fonte Longa,04,03,06,Bragança,04-03,04-03-06
LOCAL-040308,Linhares,04,03,08,Bragança,04-03,04-03-08
LOCAL-040309,Marzagão,04,03,09,Bragança,04-03,04-03-09
LOCAL-040311,Parambos,04,03,11,Bragança,04-03,04-03-11
LOCAL-040312,Pereiros,04,03,12,Bragança,04-03,04-03-12
LOCAL-040313,Pinhal do Norte,04,03,13,Bragança,04-03,04-03-13
LOCAL-040314,Pombal,04,03,14,Bragança,04-03,04-03-14
LOCAL-040316,Seixo de Ansiães,04,03,16,Bragança,04-03,04-03-16
LOCAL-040318,Vilarinho da Castanheira,04,03,18,Bragança,04-03,04-03-18
LOCAL-040320,Amedo e Zedes,04,03,20,Bragança,04-03,04-03-20
LOCAL-040321,Belver e Mogo de Malta,04,03,21,Bragança,04-03,04-03-21
LOCAL-040322,Castanheiro do Norte e Ribalonga,04,03,22,Bragança,04-03,04-03-22
LOCAL-040323,"Lavandeira, Beira Grande e Selores",04,03,23,Bragança,04-03,04-03-23
LOCAL-040404,Ligares,04,04,04,Bragança,04-04,04-04-04
LOCAL-040406,Poiares,04,04,06,Bragança,04-04,04-04-06
LOCAL-040407,Freixo de Espada à Cinta e Mazouco,04,04,07,Bragança,04-04,04-04-07
LOCAL-040408,Lagoaça e Fornos,04,04,08,Bragança,04-04,04-04-08
LOCAL-040502,Amendoeira,04,05,02,Bragança,04-05,04-05-02
LOCAL-040503,Arcas,04,05,03,Bragança,04-05,04-05-03
LOCAL-040507,Carrapatas,04,05,07,Bragança,04-05,04-05-07
LOCAL-040509,Chacim,04,05,09,Bragança,04-05,04-05-09
LOCAL-040510,Cortiços,04,05,10,Bragança,04-05,04-05-10
LOCAL-040511,Corujas,04,05,11,Bragança,04-05,04-05-11
LOCAL-040514,Ferreira,04,05,14,Bragança,04-05,04-05-14
LOCAL-040515,Grijó,04,05,15,Bragança,04-05,04-05-15
LOCAL-040516,Lagoa,04,05,16,Bragança,04-05,04-05-16
LOCAL-040517,Lamalonga,04,05,17,Bragança,04-05,04-05-17
LOCAL-040518,Lamas,04,05,18,Bragança,04-05,04-05-18
LOCAL-040519,Lombo,04,05,19,Bragança,04-05,04-05-19
LOCAL-040520,Macedo de Cavaleiros,04,05,20,Bragança,04-05,04-05-20
LOCAL-040521,Morais,04,05,21,Bragança,04-05,04-05-21
LOCAL-040523,Olmos,04,05,23,Bragança,04-05,04-05-23
LOCAL-040524,Peredo,04,05,24,Bragança,04-05,04-05-24
LOCAL-040526,Salselas,04,05,26,Bragança,04-05,04-05-26
LOCAL-040528,Sezulfe,04,05,28,Bragança,04-05,04-05-28
LOCAL-040530,Talhas,04,05,30,Bragança,04-05,04-05-30
LOCAL-040532,Vale Benfeito,04,05,32,Bragança,04-05,04-05-32
LOCAL-040533,Vale da Porca,04,05,33,Bragança,04-05,04-05-33
LOCAL-040534,Vale de Prados,04,05,34,Bragança,04-05,04-05-34
LOCAL-040536,Vilarinho de Agrochão,04,05,36,Bragança,04-05,04-05-36
LOCAL-040538,Vinhas,04,05,38,Bragança,04-05,04-05-38
LOCAL-040539,Ala e Vilarinho do Monte,04,05,39,Bragança,04-05,04-05-39
LOCAL-040540,Bornes e Burga,04,05,40,Bragança,04-05,04-05-40
LOCAL-040541,Castelãos e Vilar do Monte,04,05,41,Bragança,04-05,04-05-41
LOCAL-040542,"Espadanedo, Edroso, Murçós e Soutelo Mourisco",04,05,42,Bragança,04-05,04-05-42
LOCAL-040543,Podence e Santa Combinha,04,05,43,Bragança,04-05,04-05-43
LOCAL-040544,Talhinhas e Bagueixe,04,05,44,Bragança,04-05,04-05-44
LOCAL-040604,Duas Igrejas,04,06,04,Bragança,04-06,04-06-04
LOCAL-040605,Genísio,04,06,05,Bragança,04-06,04-06-05
LOCAL-040607,Malhadas,04,06,07,Bragança,04-06,04-06-07
LOCAL-040608,Miranda do Douro,04,06,08,Bragança,04-06,04-06-08
LOCAL-040609,Palaçoulo,04,06,09,Bragança,04-06,04-06-09
LOCAL-040611,Picote,04,06,11,Bragança,04-06,04-06-11
LOCAL-040612,Póvoa,04,06,12,Bragança,04-06,04-06-12
LOCAL-040613,São Martinho de Angueira,04,06,13,Bragança,04-06,04-06-13
LOCAL-040616,Vila Chã de Braciosa,04,06,16,Bragança,04-06,04-06-16
LOCAL-040618,Constantim e Cicouro,04,06,18,Bragança,04-06,04-06-18
LOCAL-040619,Ifanes e Paradela,04,06,19,Bragança,04-06,04-06-19
LOCAL-040620,Sendim e Atenor,04,06,20,Bragança,04-06,04-06-20
LOCAL-040621,Silva e Águas Vivas,04,06,21,Bragança,04-06,04-06-21
LOCAL-040701,Abambres,04,07,01,Bragança,04-07,04-07-01
LOCAL-040702,Abreiro,04,07,02,Bragança,04-07,04-07-02
LOCAL-040703,Aguieiras,04,07,03,Bragança,04-07,04-07-03
LOCAL-040704,Alvites,04,07,04,Bragança,04-07,04-07-04
LOCAL-040708,Bouça,04,07,08,Bragança,04-07,04-07-08
LOCAL-040709,Cabanelas,04,07,09,Bragança,04-07,04-07-09
LOCAL-040710,Caravelas,04,07,10,Bragança,04-07,04-07-10
LOCAL-040711,Carvalhais,04,07,11,Bragança,04-07,04-07-11
LOCAL-040712,Cedães,04,07,12,Bragança,04-07,04-07-12
LOCAL-040713,Cobro,04,07,13,Bragança,04-07,04-07-13
LOCAL-040714,Fradizela,04,07,14,Bragança,04-07,04-07-14
LOCAL-040716,Frechas,04,07,16,Bragança,04-07,04-07-16
LOCAL-040718,Lamas de Orelhão,04,07,18,Bragança,04-07,04-07-18
LOCAL-040720,Mascarenhas,04,07,20,Bragança,04-07,04-07-20
LOCAL-040721,Mirandela,04,07,21,Bragança,04-07,04-07-21
LOCAL-040722,Múrias,04,07,22,Bragança,04-07,04-07-22
LOCAL-040724,Passos,04,07,24,Bragança,04-07,04-07-24
LOCAL-040727,São Pedro Velho,04,07,27,Bragança,04-07,04-07-27
LOCAL-040728,São Salvador,04,07,28,Bragança,04-07,04-07-28
LOCAL-040729,Suçães,04,07,29,Bragança,04-07,04-07-29
LOCAL-040730,Torre de Dona Chama,04,07,30,Bragança,04-07,04-07-30
LOCAL-040731,Vale de Asnes,04,07,31,Bragança,04-07,04-07-31
LOCAL-040732,Vale de Gouvinhas,04,07,32,Bragança,04-07,04-07-32
LOCAL-040733,Vale de Salgueiro,04,07,33,Bragança,04-07,04-07-33
LOCAL-040734,Vale de Telhas,04,07,34,Bragança,04-07,04-07-34
LOCAL-040738,Avantos e Romeu,04,07,38,Bragança,04-07,04-07-38
LOCAL-040739,"Avidagos, Navalho e Pereira",04,07,39,Bragança,04-07,04-07-39
